enrollment_id,student_id,course_id,semester,final_grade,letter_grade,attendance_rate,assignment_scores,midterm_score,final_exam_score
ENROLL_00006606,STU_001323,COURSE_000046,Spring 2025,3.85,A,0.69,0.46,1.0,0.61
ENROLL_00006607,STU_001323,COURSE_000114,Summer 2025,3.9,A,0.79,0.85,0.75,0.94
ENROLL_00006608,STU_001324,COURSE_000068,Fall 2024,3.06,B+,1.0,1.0,0.98,0.87
ENROLL_00006609,STU_001324,COURSE_000030,Fall 2024,3.52,A-,0.81,0.67,0.8,0.55
ENROLL_00006610,STU_001324,COURSE_000027,Spring 2025,3.34,A-,1.0,1.0,0.84,0.78
ENROLL_00006611,STU_001324,COURSE_000067,Fall 2024,2.76,B,0.75,0.77,0.72,0.81
ENROLL_00006612,STU_001324,COURSE_000106,Spring 2025,3.39,A-,0.76,1.0,1.0,0.69
ENROLL_00006613,STU_001324,COURSE_000041,Spring 2025,3.14,B+,1.0,0.37,0.63,0.82
ENROLL_00006614,STU_001324,COURSE_000029,Summer 2025,3.36,A-,0.89,0.91,1.0,0.98
ENROLL_00006615,STU_001325,COURSE_000098,Spring 2025,2.93,B,1.0,0.57,0.51,0.97
ENROLL_00006616,STU_001325,COURSE_000036,Spring 2025,3.53,A-,0.8,0.7,0.9,1.0
ENROLL_00006617,STU_001325,COURSE_000111,Spring 2025,3.13,B+,0.87,0.98,0.76,0.79
ENROLL_00006618,STU_001325,COURSE_000079,Spring 2025,3.71,A,0.72,0.93,0.63,0.7
ENROLL_00006619,STU_001326,COURSE_000074,Spring 2025,3.04,B+,0.84,0.56,0.62,1.0
ENROLL_00006620,STU_001326,COURSE_000111,Spring 2025,2.83,B,0.97,0.96,0.96,0.72
ENROLL_00006621,STU_001326,COURSE_000105,Summer 2025,2.22,C+,0.8,0.63,1.0,0.9
ENROLL_00006622,STU_001326,COURSE_000022,Spring 2025,2.39,B-,0.87,0.97,0.7,0.88
ENROLL_00006623,STU_001326,COURSE_000041,Spring 2025,2.37,B-,0.91,0.98,0.76,0.7
ENROLL_00006624,STU_001327,COURSE_000086,Summer 2025,1.91,C,0.8,0.98,0.73,0.88
ENROLL_00006625,STU_001327,COURSE_000071,Fall 2024,1.95,C,0.76,0.71,1.0,0.63
ENROLL_00006626,STU_001327,COURSE_000076,Spring 2025,1.83,C,0.85,0.61,0.99,0.81
ENROLL_00006627,STU_001327,COURSE_000120,Summer 2025,2.35,B-,0.82,0.9,0.66,0.63
ENROLL_00006628,STU_001327,COURSE_000073,Summer 2025,2.61,B-,0.86,0.75,0.97,0.92
ENROLL_00006629,STU_001327,COURSE_000013,Spring 2025,2.03,C+,0.96,0.81,0.93,0.76
ENROLL_00006630,STU_001327,COURSE_000079,Spring 2025,2.32,B-,0.85,0.47,1.0,0.78
ENROLL_00006631,STU_001328,COURSE_000053,Summer 2025,3.6,A-,1.0,0.81,1.0,0.86
ENROLL_00006632,STU_001328,COURSE_000121,Spring 2025,4.0,A,0.8,0.8,0.93,0.61
ENROLL_00006633,STU_001328,COURSE_000020,Summer 2025,3.74,A,0.83,0.87,0.64,0.52
ENROLL_00006634,STU_001328,COURSE_000064,Summer 2025,3.38,A-,0.77,0.89,0.9,1.0
ENROLL_00006635,STU_001328,COURSE_000069,Fall 2024,3.83,A,0.72,0.8,1.0,1.0
ENROLL_00006636,STU_001328,COURSE_000023,Fall 2024,3.48,A-,0.5,0.43,0.66,0.85
ENROLL_00006637,STU_001328,COURSE_000109,Fall 2024,3.16,B+,0.96,0.92,0.79,0.91
ENROLL_00006638,STU_001329,COURSE_000017,Fall 2024,3.41,A-,0.75,0.74,0.8,0.77
ENROLL_00006639,STU_001329,COURSE_000124,Spring 2025,3.56,A-,0.73,1.0,0.65,0.61
ENROLL_00006640,STU_001329,COURSE_000053,Summer 2025,3.45,A-,0.77,0.37,0.95,0.9
ENROLL_00006641,STU_001329,COURSE_000076,Spring 2025,3.35,A-,1.0,1.0,1.0,0.85
ENROLL_00006642,STU_001329,COURSE_000126,Spring 2025,2.82,B,0.86,0.87,0.61,0.82
ENROLL_00006643,STU_001329,COURSE_000012,Spring 2025,3.71,A,0.6,0.59,0.86,1.0
ENROLL_00006644,STU_001329,COURSE_000095,Summer 2025,3.35,A-,0.88,0.64,1.0,1.0
ENROLL_00006645,STU_001330,COURSE_000044,Summer 2025,2.99,B,0.95,0.72,0.7,0.96
ENROLL_00006646,STU_001330,COURSE_000042,Summer 2025,2.86,B,0.85,0.79,0.81,0.75
ENROLL_00006647,STU_001330,COURSE_000128,Summer 2025,2.71,B,0.81,0.64,1.0,0.71
ENROLL_00006648,STU_001330,COURSE_000050,Summer 2025,2.78,B,0.76,0.77,0.7,0.54
ENROLL_00006649,STU_001330,COURSE_000083,Summer 2025,3.08,B+,1.0,0.48,0.73,0.76
ENROLL_00006650,STU_001330,COURSE_000017,Fall 2024,2.93,B,0.69,0.64,0.99,0.54
ENROLL_00006651,STU_001331,COURSE_000032,Summer 2025,3.84,A,0.82,1.0,1.0,0.67
ENROLL_00006652,STU_001331,COURSE_000062,Spring 2025,3.02,B+,0.89,1.0,0.66,0.79
ENROLL_00006653,STU_001331,COURSE_000090,Fall 2024,3.87,A,0.92,0.64,0.7,0.63
ENROLL_00006654,STU_001331,COURSE_000121,Spring 2025,3.19,B+,0.96,0.96,0.6,0.71
ENROLL_00006655,STU_001331,COURSE_000110,Spring 2025,3.04,B+,0.58,1.0,0.99,1.0
ENROLL_00006656,STU_001332,COURSE_000051,Spring 2025,3.22,B+,0.87,0.89,0.7,0.91
ENROLL_00006657,STU_001332,COURSE_000074,Spring 2025,2.96,B,0.6,1.0,0.74,0.84
ENROLL_00006658,STU_001332,COURSE_000105,Summer 2025,2.23,C+,0.72,0.97,0.8,1.0
ENROLL_00006659,STU_001332,COURSE_000068,Fall 2024,3.35,A-,0.77,0.94,0.52,0.79
ENROLL_00006660,STU_001332,COURSE_000098,Spring 2025,2.73,B,0.6,0.57,0.58,0.88
ENROLL_00006661,STU_001332,COURSE_000112,Fall 2024,3.41,A-,1.0,0.54,0.67,1.0
ENROLL_00006662,STU_001333,COURSE_000023,Fall 2024,3.93,A,0.87,0.62,0.83,0.47
ENROLL_00006663,STU_001333,COURSE_000002,Summer 2025,3.15,B+,0.72,0.47,0.94,0.87
ENROLL_00006664,STU_001333,COURSE_000034,Summer 2025,3.81,A,0.91,1.0,0.88,1.0
ENROLL_00006665,STU_001333,COURSE_000024,Fall 2024,3.73,A,0.81,0.8,0.75,1.0
ENROLL_00006666,STU_001334,COURSE_000072,Spring 2025,2.7,B-,0.94,0.44,0.88,0.37
ENROLL_00006667,STU_001334,COURSE_000033,Spring 2025,1.72,C,0.91,0.83,1.0,0.82
ENROLL_00006668,STU_001334,COURSE_000123,Spring 2025,2.62,B-,0.86,0.41,0.79,0.73
ENROLL_00006669,STU_001334,COURSE_000018,Summer 2025,1.88,C,0.99,0.99,0.95,0.86
ENROLL_00006670,STU_001334,COURSE_000073,Summer 2025,2.73,B,0.85,0.91,0.89,0.99
ENROLL_00006671,STU_001334,COURSE_000043,Summer 2025,2.2,C+,0.75,0.48,0.39,0.73
ENROLL_00006672,STU_001334,COURSE_000035,Fall 2024,2.43,B-,0.82,0.64,0.81,1.0
ENROLL_00006673,STU_001335,COURSE_000058,Spring 2025,3.4,A-,0.84,0.63,0.66,0.93
ENROLL_00006674,STU_001335,COURSE_000118,Summer 2025,3.28,B+,0.66,0.82,1.0,1.0
ENROLL_00006675,STU_001335,COURSE_000001,Summer 2025,3.48,A-,0.78,0.85,1.0,0.63
ENROLL_00006676,STU_001335,COURSE_000059,Spring 2025,3.55,A-,0.79,0.75,0.93,0.56
ENROLL_00006677,STU_001335,COURSE_000005,Fall 2024,3.52,A-,1.0,0.81,0.93,0.59
ENROLL_00006678,STU_001335,COURSE_000111,Spring 2025,3.68,A-,0.88,0.78,0.94,0.9
ENROLL_00006679,STU_001336,COURSE_000117,Spring 2025,3.0,B,1.0,1.0,0.32,0.6
ENROLL_00006680,STU_001336,COURSE_000108,Spring 2025,3.37,A-,1.0,0.95,0.49,0.77
ENROLL_00006681,STU_001336,COURSE_000070,Spring 2025,3.23,B+,0.93,0.9,0.78,1.0
ENROLL_00006682,STU_001336,COURSE_000124,Spring 2025,4.0,A,0.68,0.61,0.57,0.84
ENROLL_00006683,STU_001336,COURSE_000035,Fall 2024,3.15,B+,1.0,1.0,1.0,0.72
ENROLL_00006684,STU_001336,COURSE_000026,Spring 2025,3.42,A-,0.73,0.62,0.97,0.75
ENROLL_00006685,STU_001336,COURSE_000104,Summer 2025,3.33,A-,0.84,0.94,0.86,1.0
ENROLL_00006686,STU_001337,COURSE_000024,Fall 2024,4.0,A,0.99,0.81,0.64,0.61
ENROLL_00006687,STU_001337,COURSE_000107,Summer 2025,3.57,A-,0.89,0.89,1.0,0.8
ENROLL_00006688,STU_001337,COURSE_000089,Fall 2024,3.34,A-,0.81,1.0,0.71,0.57
ENROLL_00006689,STU_001337,COURSE_000026,Spring 2025,2.9,B,0.99,0.9,1.0,1.0
ENROLL_00006690,STU_001337,COURSE_000012,Spring 2025,3.4,A-,0.79,0.62,0.91,0.67
ENROLL_00006691,STU_001337,COURSE_000056,Summer 2025,3.56,A-,0.92,0.74,1.0,0.98
ENROLL_00006692,STU_001338,COURSE_000095,Summer 2025,3.22,B+,1.0,0.81,0.67,0.87
ENROLL_00006693,STU_001338,COURSE_000024,Fall 2024,3.25,B+,0.84,0.59,0.74,0.55
ENROLL_00006694,STU_001338,COURSE_000077,Summer 2025,3.72,A,1.0,1.0,0.75,0.8
ENROLL_00006695,STU_001338,COURSE_000052,Fall 2024,2.99,B,1.0,0.65,0.52,1.0
ENROLL_00006696,STU_001338,COURSE_000005,Fall 2024,2.97,B,1.0,0.54,0.76,0.72
ENROLL_00006697,STU_001338,COURSE_000111,Spring 2025,2.76,B,1.0,0.79,0.56,0.78
ENROLL_00006698,STU_001339,COURSE_000090,Fall 2024,2.98,B,0.95,0.81,0.69,0.44
ENROLL_00006699,STU_001339,COURSE_000033,Spring 2025,3.18,B+,0.76,0.64,0.96,0.69
ENROLL_00006700,STU_001339,COURSE_000065,Spring 2025,2.7,B-,0.78,0.94,0.8,0.62
ENROLL_00006701,STU_001339,COURSE_000108,Spring 2025,3.69,A-,1.0,0.8,0.54,0.91
ENROLL_00006702,STU_001340,COURSE_000035,Fall 2024,3.72,A,0.65,0.93,0.68,0.72
ENROLL_00006703,STU_001340,COURSE_000017,Fall 2024,3.67,A-,0.71,0.75,0.64,1.0
ENROLL_00006704,STU_001340,COURSE_000060,Spring 2025,3.76,A,0.9,0.86,0.91,0.87
ENROLL_00006705,STU_001340,COURSE_000126,Spring 2025,2.91,B,1.0,0.76,0.87,0.9
ENROLL_00006706,STU_001340,COURSE_000086,Summer 2025,3.13,B+,0.84,1.0,0.72,1.0
ENROLL_00006707,STU_001341,COURSE_000072,Spring 2025,3.75,A,0.77,0.74,0.96,0.56
ENROLL_00006708,STU_001341,COURSE_000023,Fall 2024,3.86,A,0.97,0.5,0.97,0.71
ENROLL_00006709,STU_001341,COURSE_000010,Spring 2025,3.05,B+,0.94,0.67,0.65,0.43
ENROLL_00006710,STU_001341,COURSE_000083,Summer 2025,3.78,A,0.82,0.96,0.7,0.84
ENROLL_00006711,STU_001341,COURSE_000111,Spring 2025,3.65,A-,0.77,0.72,0.6,0.83
ENROLL_00006712,STU_001341,COURSE_000094,Fall 2024,3.46,A-,0.69,0.75,0.78,1.0
ENROLL_00006713,STU_001342,COURSE_000063,Summer 2025,3.7,A,1.0,1.0,0.68,0.78
ENROLL_00006714,STU_001342,COURSE_000081,Spring 2025,3.9,A,1.0,0.87,0.42,0.73
ENROLL_00006715,STU_001342,COURSE_000040,Spring 2025,3.46,A-,0.86,0.66,0.89,0.8
ENROLL_00006716,STU_001343,COURSE_000020,Summer 2025,2.66,B-,1.0,0.75,0.94,0.75
ENROLL_00006717,STU_001343,COURSE_000012,Spring 2025,2.38,B-,0.73,0.67,0.42,0.81
ENROLL_00006718,STU_001343,COURSE_000125,Fall 2024,2.82,B,0.75,0.78,0.57,0.8
ENROLL_00006719,STU_001344,COURSE_000023,Fall 2024,3.7,A,1.0,0.54,0.55,0.85
ENROLL_00006720,STU_001344,COURSE_000038,Fall 2024,3.68,A-,0.85,0.85,0.97,1.0
ENROLL_00006721,STU_001344,COURSE_000010,Spring 2025,3.23,B+,1.0,0.71,0.9,0.97
ENROLL_00006722,STU_001344,COURSE_000098,Spring 2025,3.04,B+,0.77,0.73,0.65,0.92
ENROLL_00006723,STU_001344,COURSE_000047,Summer 2025,4.0,A,0.7,1.0,0.47,0.72
ENROLL_00006724,STU_001344,COURSE_000040,Spring 2025,3.99,A,0.83,0.97,0.66,0.89
ENROLL_00006725,STU_001344,COURSE_000088,Summer 2025,3.92,A,0.73,0.48,0.8,0.8
ENROLL_00006726,STU_001345,COURSE_000013,Spring 2025,2.88,B,0.67,0.71,0.41,0.64
ENROLL_00006727,STU_001345,COURSE_000067,Fall 2024,2.34,B-,1.0,0.79,0.8,0.84
ENROLL_00006728,STU_001345,COURSE_000096,Spring 2025,2.77,B,1.0,0.68,1.0,0.52
ENROLL_00006729,STU_001345,COURSE_000020,Summer 2025,3.59,A-,0.55,0.84,0.64,1.0
ENROLL_00006730,STU_001345,COURSE_000071,Fall 2024,2.49,B-,1.0,0.53,0.8,0.69
ENROLL_00006731,STU_001346,COURSE_000112,Fall 2024,3.83,A,0.99,0.47,1.0,0.75
ENROLL_00006732,STU_001346,COURSE_000089,Fall 2024,3.59,A-,0.98,0.71,0.93,0.7
ENROLL_00006733,STU_001346,COURSE_000051,Spring 2025,3.9,A,0.79,0.95,0.66,0.82
ENROLL_00006734,STU_001346,COURSE_000080,Summer 2025,3.69,A-,0.76,0.55,0.8,0.82
ENROLL_00006735,STU_001347,COURSE_000037,Fall 2024,3.6,A-,1.0,0.68,1.0,0.89
ENROLL_00006736,STU_001347,COURSE_000019,Summer 2025,3.43,A-,0.81,0.56,0.8,0.71
ENROLL_00006737,STU_001347,COURSE_000020,Summer 2025,3.81,A,0.98,0.46,1.0,0.81
ENROLL_00006738,STU_001347,COURSE_000089,Fall 2024,2.97,B,0.97,0.86,0.87,0.91
ENROLL_00006739,STU_001347,COURSE_000044,Summer 2025,4.0,A,0.81,1.0,0.87,0.68
ENROLL_00006740,STU_001347,COURSE_000122,Spring 2025,3.41,A-,1.0,0.83,0.73,0.57
ENROLL_00006741,STU_001347,COURSE_000105,Summer 2025,3.75,A,0.8,1.0,1.0,0.62
ENROLL_00006742,STU_001348,COURSE_000126,Spring 2025,2.52,B-,0.82,0.59,0.6,1.0
ENROLL_00006743,STU_001348,COURSE_000124,Spring 2025,3.21,B+,0.65,0.71,0.6,0.38
ENROLL_00006744,STU_001348,COURSE_000117,Spring 2025,2.94,B,1.0,0.77,1.0,0.64
ENROLL_00006745,STU_001348,COURSE_000095,Summer 2025,3.58,A-,0.82,0.84,0.87,0.8
ENROLL_00006746,STU_001348,COURSE_000100,Spring 2025,3.29,B+,0.59,0.67,0.84,0.69
ENROLL_00006747,STU_001348,COURSE_000077,Summer 2025,3.48,A-,1.0,0.86,0.67,0.74
ENROLL_00006748,STU_001348,COURSE_000082,Summer 2025,2.93,B,0.98,0.6,0.56,0.79
ENROLL_00006749,STU_001349,COURSE_000056,Summer 2025,3.16,B+,0.9,0.94,0.9,0.7
ENROLL_00006750,STU_001349,COURSE_000001,Summer 2025,3.25,B+,0.81,0.86,1.0,1.0
ENROLL_00006751,STU_001349,COURSE_000026,Spring 2025,2.93,B,0.86,0.84,0.88,1.0
ENROLL_00006752,STU_001350,COURSE_000101,Summer 2025,2.53,B-,0.88,0.88,0.7,0.71
ENROLL_00006753,STU_001350,COURSE_000125,Fall 2024,2.68,B-,0.9,1.0,1.0,0.86
ENROLL_00006754,STU_001350,COURSE_000097,Fall 2024,3.0,B+,0.52,0.72,0.69,1.0
ENROLL_00006755,STU_001350,COURSE_000071,Fall 2024,3.02,B+,0.78,0.45,0.75,0.84
ENROLL_00006756,STU_001350,COURSE_000094,Fall 2024,2.97,B,0.76,0.73,0.54,0.8
ENROLL_00006757,STU_001350,COURSE_000038,Fall 2024,2.2,C+,0.96,0.67,0.78,0.68
ENROLL_00006758,STU_001350,COURSE_000108,Spring 2025,2.55,B-,0.61,0.91,0.83,0.56
ENROLL_00006759,STU_001351,COURSE_000119,Fall 2024,2.6,B-,0.57,0.93,0.9,1.0
ENROLL_00006760,STU_001351,COURSE_000037,Fall 2024,3.4,A-,0.8,0.95,0.94,0.58
ENROLL_00006761,STU_001351,COURSE_000125,Fall 2024,3.13,B+,0.76,0.88,0.71,0.72
ENROLL_00006762,STU_001351,COURSE_000101,Summer 2025,2.8,B,0.68,0.7,0.88,0.83
ENROLL_00006763,STU_001352,COURSE_000036,Spring 2025,2.52,B-,1.0,0.59,0.82,0.72
ENROLL_00006764,STU_001352,COURSE_000122,Spring 2025,2.87,B,0.88,0.94,1.0,1.0
ENROLL_00006765,STU_001352,COURSE_000093,Summer 2025,3.17,B+,0.7,0.68,0.6,0.4
ENROLL_00006766,STU_001353,COURSE_000090,Fall 2024,3.11,B+,0.79,0.77,0.61,0.66
ENROLL_00006767,STU_001353,COURSE_000031,Summer 2025,2.8,B,0.81,0.49,0.62,1.0
ENROLL_00006768,STU_001353,COURSE_000070,Spring 2025,2.96,B,1.0,0.73,0.54,0.7
ENROLL_00006769,STU_001353,COURSE_000128,Summer 2025,2.67,B-,0.81,0.91,1.0,0.76
ENROLL_00006770,STU_001354,COURSE_000094,Fall 2024,2.75,B,0.85,1.0,0.96,0.5
ENROLL_00006771,STU_001354,COURSE_000095,Summer 2025,2.52,B-,0.76,0.75,0.97,1.0
ENROLL_00006772,STU_001354,COURSE_000056,Summer 2025,2.24,C+,0.86,0.65,0.84,0.66
ENROLL_00006773,STU_001354,COURSE_000083,Summer 2025,2.48,B-,1.0,0.73,0.79,0.51
ENROLL_00006774,STU_001354,COURSE_000013,Spring 2025,2.44,B-,0.82,0.84,0.93,0.74
ENROLL_00006775,STU_001355,COURSE_000017,Fall 2024,3.18,B+,0.73,0.73,0.69,1.0
ENROLL_00006776,STU_001355,COURSE_000045,Fall 2024,2.94,B,0.75,1.0,0.77,0.64
ENROLL_00006777,STU_001355,COURSE_000092,Spring 2025,2.71,B,0.62,0.65,0.61,0.47
ENROLL_00006778,STU_001356,COURSE_000031,Summer 2025,2.79,B,0.93,0.6,0.92,0.99
ENROLL_00006779,STU_001356,COURSE_000027,Spring 2025,3.01,B+,0.76,0.74,0.55,0.98
ENROLL_00006780,STU_001356,COURSE_000102,Fall 2024,3.2,B+,1.0,0.92,0.4,1.0
ENROLL_00006781,STU_001356,COURSE_000016,Spring 2025,2.36,B-,0.58,0.91,0.76,0.52
ENROLL_00006782,STU_001356,COURSE_000041,Spring 2025,3.22,B+,0.87,0.58,0.75,1.0
ENROLL_00006783,STU_001356,COURSE_000085,Summer 2025,2.73,B,0.73,0.61,0.95,0.78
ENROLL_00006784,STU_001357,COURSE_000034,Summer 2025,3.2,B+,1.0,0.83,0.74,0.75
ENROLL_00006785,STU_001357,COURSE_000108,Spring 2025,2.96,B,0.66,1.0,0.91,0.44
ENROLL_00006786,STU_001357,COURSE_000002,Summer 2025,2.56,B-,0.82,0.77,0.85,0.9
ENROLL_00006787,STU_001358,COURSE_000062,Spring 2025,3.29,B+,0.63,1.0,0.79,0.72
ENROLL_00006788,STU_001358,COURSE_000091,Summer 2025,3.2,B+,0.72,0.93,0.59,0.69
ENROLL_00006789,STU_001358,COURSE_000051,Spring 2025,3.1,B+,0.67,0.83,0.63,1.0
ENROLL_00006790,STU_001358,COURSE_000041,Spring 2025,2.68,B-,0.87,0.62,0.53,0.8
ENROLL_00006791,STU_001359,COURSE_000106,Spring 2025,4.0,A,0.7,0.81,0.71,0.67
ENROLL_00006792,STU_001359,COURSE_000007,Summer 2025,3.92,A,0.74,0.48,0.39,0.83
ENROLL_00006793,STU_001359,COURSE_000044,Summer 2025,4.0,A,0.93,0.77,0.93,0.7
ENROLL_00006794,STU_001359,COURSE_000059,Spring 2025,4.0,A,0.76,0.68,0.85,1.0
ENROLL_00006795,STU_001359,COURSE_000101,Summer 2025,3.79,A,0.72,0.87,0.72,1.0
ENROLL_00006796,STU_001359,COURSE_000024,Fall 2024,4.0,A,0.87,0.74,1.0,0.83
ENROLL_00006797,STU_001359,COURSE_000120,Summer 2025,4.0,A,0.87,0.44,0.74,0.75
ENROLL_00006798,STU_001360,COURSE_000068,Fall 2024,4.0,A,0.84,0.59,0.71,0.8
ENROLL_00006799,STU_001360,COURSE_000107,Summer 2025,3.46,A-,0.64,1.0,0.82,0.93
ENROLL_00006800,STU_001360,COURSE_000095,Summer 2025,4.0,A,0.99,0.64,0.92,0.71
ENROLL_00006801,STU_001360,COURSE_000079,Spring 2025,4.0,A,0.97,0.93,0.83,0.92
ENROLL_00006802,STU_001361,COURSE_000085,Summer 2025,3.15,B+,0.82,1.0,0.69,0.51
ENROLL_00006803,STU_001361,COURSE_000023,Fall 2024,2.95,B,0.77,0.8,0.75,1.0
ENROLL_00006804,STU_001361,COURSE_000024,Fall 2024,3.03,B+,0.7,1.0,0.73,0.66
ENROLL_00006805,STU_001362,COURSE_000023,Fall 2024,3.83,A,0.66,0.59,0.64,0.52
ENROLL_00006806,STU_001362,COURSE_000102,Fall 2024,3.35,A-,0.95,0.85,1.0,0.78
ENROLL_00006807,STU_001362,COURSE_000104,Summer 2025,3.3,B+,0.9,0.6,0.74,0.79
ENROLL_00006808,STU_001362,COURSE_000037,Fall 2024,2.79,B,0.99,0.78,0.82,0.59
ENROLL_00006809,STU_001362,COURSE_000120,Summer 2025,3.24,B+,0.62,0.61,0.61,1.0
ENROLL_00006810,STU_001362,COURSE_000114,Summer 2025,2.75,B,1.0,0.77,0.72,1.0
ENROLL_00006811,STU_001363,COURSE_000074,Spring 2025,3.92,A,1.0,0.88,0.82,0.62
ENROLL_00006812,STU_001363,COURSE_000065,Spring 2025,4.0,A,0.74,1.0,0.48,0.81
ENROLL_00006813,STU_001363,COURSE_000045,Fall 2024,4.0,A,0.73,0.99,0.76,0.87
ENROLL_00006814,STU_001363,COURSE_000097,Fall 2024,4.0,A,1.0,0.69,0.83,0.56
ENROLL_00006815,STU_001363,COURSE_000001,Summer 2025,4.0,A,0.99,0.9,1.0,0.24
ENROLL_00006816,STU_001363,COURSE_000082,Summer 2025,4.0,A,1.0,0.98,0.5,0.97
ENROLL_00006817,STU_001364,COURSE_000091,Summer 2025,3.38,A-,1.0,0.87,0.71,0.99
ENROLL_00006818,STU_001364,COURSE_000062,Spring 2025,2.7,B-,0.52,0.82,0.62,0.64
ENROLL_00006819,STU_001364,COURSE_000060,Spring 2025,2.76,B,0.72,0.81,0.74,0.67
ENROLL_00006820,STU_001364,COURSE_000105,Summer 2025,2.51,B-,1.0,0.72,0.74,1.0
ENROLL_00006821,STU_001364,COURSE_000072,Spring 2025,2.49,B-,0.94,0.65,0.71,0.86
ENROLL_00006822,STU_001365,COURSE_000049,Summer 2025,3.77,A,0.56,0.68,0.38,0.89
ENROLL_00006823,STU_001365,COURSE_000048,Fall 2024,3.9,A,0.75,0.99,0.73,0.8
ENROLL_00006824,STU_001365,COURSE_000091,Summer 2025,4.0,A,0.88,1.0,0.7,0.65
ENROLL_00006825,STU_001366,COURSE_000128,Summer 2025,3.4,A-,0.88,0.7,0.56,0.74
ENROLL_00006826,STU_001366,COURSE_000038,Fall 2024,3.08,B+,0.7,0.96,0.83,0.7
ENROLL_00006827,STU_001366,COURSE_000037,Fall 2024,3.12,B+,0.8,0.4,0.56,0.89
ENROLL_00006828,STU_001366,COURSE_000110,Spring 2025,3.68,A-,0.97,0.96,1.0,0.73
ENROLL_00006829,STU_001366,COURSE_000082,Summer 2025,3.26,B+,0.95,0.75,0.4,1.0
ENROLL_00006830,STU_001366,COURSE_000093,Summer 2025,3.7,A,0.95,0.79,0.72,0.86
ENROLL_00006831,STU_001366,COURSE_000077,Summer 2025,2.86,B,0.59,1.0,0.55,0.61
ENROLL_00006832,STU_001367,COURSE_000008,Spring 2025,2.9,B,0.95,0.9,0.59,0.85
ENROLL_00006833,STU_001367,COURSE_000067,Fall 2024,2.85,B,0.58,0.9,0.8,0.81
ENROLL_00006834,STU_001367,COURSE_000100,Spring 2025,3.14,B+,0.97,0.72,0.87,0.69
ENROLL_00006835,STU_001367,COURSE_000079,Spring 2025,3.0,B,0.6,0.96,1.0,0.49
ENROLL_00006836,STU_001367,COURSE_000061,Spring 2025,3.24,B+,0.9,0.93,0.67,0.47
ENROLL_00006837,STU_001367,COURSE_000108,Spring 2025,2.84,B,0.95,0.91,0.57,0.98
ENROLL_00006838,STU_001368,COURSE_000013,Spring 2025,3.26,B+,0.88,0.9,1.0,0.71
ENROLL_00006839,STU_001368,COURSE_000090,Fall 2024,3.15,B+,0.72,0.7,0.66,1.0
ENROLL_00006840,STU_001368,COURSE_000101,Summer 2025,3.54,A-,0.91,0.51,0.65,0.9
ENROLL_00006841,STU_001368,COURSE_000088,Summer 2025,3.57,A-,0.73,0.89,0.47,0.99
ENROLL_00006842,STU_001368,COURSE_000047,Summer 2025,3.21,B+,0.81,0.71,1.0,1.0
ENROLL_00006843,STU_001368,COURSE_000043,Summer 2025,3.44,A-,0.94,0.84,0.69,0.95
ENROLL_00006844,STU_001369,COURSE_000022,Spring 2025,4.0,A,0.77,1.0,0.67,0.68
ENROLL_00006845,STU_001369,COURSE_000024,Fall 2024,4.0,A,0.73,0.79,1.0,0.81
ENROLL_00006846,STU_001369,COURSE_000114,Summer 2025,4.0,A,1.0,0.87,0.76,0.98
ENROLL_00006847,STU_001369,COURSE_000001,Summer 2025,4.0,A,0.74,0.73,0.81,0.47
ENROLL_00006848,STU_001369,COURSE_000069,Fall 2024,3.55,A-,0.68,0.79,0.87,0.83
ENROLL_00006849,STU_001369,COURSE_000094,Fall 2024,4.0,A,0.5,1.0,0.38,0.58
ENROLL_00006850,STU_001370,COURSE_000114,Summer 2025,2.61,B-,0.86,0.97,0.38,0.93
ENROLL_00006851,STU_001370,COURSE_000037,Fall 2024,3.53,A-,0.84,0.62,0.88,0.83
ENROLL_00006852,STU_001370,COURSE_000046,Spring 2025,2.7,B-,0.75,0.76,0.65,0.6
ENROLL_00006853,STU_001370,COURSE_000048,Fall 2024,3.31,A-,0.79,0.3,0.89,1.0
ENROLL_00006854,STU_001370,COURSE_000036,Spring 2025,3.72,A,0.94,0.91,0.71,0.95
ENROLL_00006855,STU_001370,COURSE_000119,Fall 2024,2.7,B-,0.69,0.76,0.65,0.7
ENROLL_00006856,STU_001371,COURSE_000118,Summer 2025,4.0,A,1.0,0.99,0.85,0.9
ENROLL_00006857,STU_001371,COURSE_000004,Spring 2025,3.92,A,0.83,0.76,0.89,0.64
ENROLL_00006858,STU_001371,COURSE_000059,Spring 2025,4.0,A,1.0,0.76,0.56,0.76
ENROLL_00006859,STU_001371,COURSE_000094,Fall 2024,4.0,A,0.9,0.69,0.59,0.54
ENROLL_00006860,STU_001371,COURSE_000062,Spring 2025,4.0,A,0.6,0.74,0.74,0.77
ENROLL_00006861,STU_001371,COURSE_000042,Summer 2025,4.0,A,0.95,0.75,1.0,0.98
ENROLL_00006862,STU_001372,COURSE_000016,Spring 2025,3.67,A-,0.75,0.56,1.0,1.0
ENROLL_00006863,STU_001372,COURSE_000047,Summer 2025,4.0,A,1.0,1.0,1.0,0.79
ENROLL_00006864,STU_001372,COURSE_000011,Summer 2025,3.73,A,0.79,0.63,0.87,0.89
ENROLL_00006865,STU_001372,COURSE_000033,Spring 2025,3.21,B+,0.96,0.7,1.0,0.54
