transaction_id,account_id,amount,transaction_date,transaction_type,merchant
TXN_0000013186,ACC_00000627,-97.55,2022-05-28,Withdrawal,
TXN_0000013187,ACC_00000627,-17.12,2023-11-05,Payment,Target
TXN_0000013188,ACC_00000627,0.08,2024-12-13,Deposit,
TXN_0000013189,ACC_00000628,-58.86,2025-08-15,Withdrawal,
TXN_0000013190,ACC_00000628,-99.53,2025-08-01,Withdrawal,
TXN_0000013191,ACC_00000628,-24.13,2025-07-26,Payment,Amazon
TXN_0000013192,ACC_00000628,-70.4,2025-08-05,Payment,Shell
TXN_0000013193,ACC_00000628,-280.37,2025-07-26,Payment,Amazon
TXN_0000013194,ACC_00000628,139.38,2025-08-16,Deposit,
TXN_0000013195,ACC_00000628,7.9,2025-07-14,Deposit,
TXN_0000013196,ACC_00000628,-95.17,2025-08-06,Withdrawal,
TXN_0000013197,ACC_00000628,-8.19,2025-07-16,Payment,Home Depot
TXN_0000013198,ACC_00000628,114.55,2025-07-04,Deposit,
TXN_0000013199,ACC_00000628,-116.49,2025-08-01,Payment,Starbucks
TXN_0000013200,ACC_00000628,-4.04,2025-07-14,Payment,Shell
TXN_0000013201,ACC_00000628,-34.29,2025-07-09,Payment,Walmart
TXN_0000013202,ACC_00000628,-92.39,2025-08-14,Payment,Walmart
TXN_0000013203,ACC_00000628,-30.09,2025-08-07,Payment,Shell
TXN_0000013204,ACC_00000628,-115.17,2025-07-24,Withdrawal,
TXN_0000013205,ACC_00000628,-177.76,2025-07-10,Payment,Home Depot
TXN_0000013206,ACC_00000628,-100.7,2025-08-08,Withdrawal,
TXN_0000013207,ACC_00000628,-34.44,2025-07-06,Withdrawal,
TXN_0000013208,ACC_00000628,-13.94,2025-07-18,Payment,Home Depot
TXN_0000013209,ACC_00000628,-64.38,2025-08-12,Payment,Costco
TXN_0000013210,ACC_00000628,30.47,2025-07-12,Deposit,
TXN_0000013211,ACC_00000628,-50.45,2025-08-15,Payment,Target
TXN_0000013212,ACC_00000628,17.64,2025-07-18,Deposit,
TXN_0000013213,ACC_00000628,40.59,2025-07-07,Deposit,
TXN_0000013214,ACC_00000628,-61.93,2025-08-14,Payment,Home Depot
TXN_0000013215,ACC_00000628,-104.63,2025-07-21,Payment,Costco
TXN_0000013216,ACC_00000628,-26.44,2025-07-20,Payment,Walmart
TXN_0000013217,ACC_00000628,-199.35,2025-08-13,Payment,Home Depot
TXN_0000013218,ACC_00000628,33.77,2025-07-22,Deposit,
TXN_0000013219,ACC_00000628,-106.29,2025-07-19,Payment,Shell
TXN_0000013220,ACC_00000628,-20.4,2025-07-03,Withdrawal,
TXN_0000013221,ACC_00000628,12.1,2025-08-01,Deposit,
TXN_0000013222,ACC_00000628,97.62,2025-07-18,Deposit,
TXN_0000013223,ACC_00000628,-16.28,2025-07-17,Withdrawal,
TXN_0000013224,ACC_00000628,-97.77,2025-07-16,Payment,Starbucks
TXN_0000013225,ACC_00000628,-118.13,2025-07-21,Withdrawal,
TXN_0000013226,ACC_00000628,6.24,2025-08-09,Deposit,
TXN_0000013227,ACC_00000628,-23.78,2025-07-17,Payment,Starbucks
TXN_0000013228,ACC_00000630,-16.03,2022-10-10,Payment,Walmart
TXN_0000013229,ACC_00000630,-33.82,2025-06-18,Payment,Target
TXN_0000013230,ACC_00000630,-50.73,2024-02-29,Withdrawal,
TXN_0000013231,ACC_00000630,-119.54,2023-09-26,Payment,Shell
TXN_0000013232,ACC_00000630,50.34,2025-02-20,Deposit,
TXN_0000013233,ACC_00000630,-38.61,2024-11-01,Withdrawal,
TXN_0000013234,ACC_00000630,-81.89,2022-09-01,Withdrawal,
TXN_0000013235,ACC_00000630,-20.87,2025-01-25,Payment,Starbucks
TXN_0000013236,ACC_00000630,51.97,2023-08-21,Deposit,
TXN_0000013237,ACC_00000630,-118.9,2023-05-09,Payment,Shell
TXN_0000013238,ACC_00000630,-23.02,2024-09-12,Payment,Home Depot
TXN_0000013239,ACC_00000630,67.29,2024-09-08,Deposit,
TXN_0000013240,ACC_00000630,-0.87,2022-12-16,Withdrawal,
TXN_0000013241,ACC_00000630,-20.05,2023-05-09,Payment,Costco
TXN_0000013242,ACC_00000630,-39.72,2023-01-20,Payment,Target
TXN_0000013243,ACC_00000630,-122.37,2023-09-24,Payment,Home Depot
TXN_0000013244,ACC_00000630,205.21,2025-02-14,Deposit,
TXN_0000013245,ACC_00000630,-79.94,2023-11-22,Payment,Shell
TXN_0000013246,ACC_00000630,197.37,2025-05-02,Deposit,
TXN_0000013247,ACC_00000630,-41.66,2023-05-21,Payment,Walmart
TXN_0000013248,ACC_00000630,-15.12,2024-10-20,Payment,Costco
TXN_0000013249,ACC_00000630,-26.8,2024-08-23,Payment,Target
TXN_0000013250,ACC_00000630,-117.66,2023-03-18,Payment,McDonalds
TXN_0000013251,ACC_00000630,57.57,2023-09-16,Deposit,
TXN_0000013252,ACC_00000630,-177.29,2024-09-16,Payment,Shell
TXN_0000013253,ACC_00000630,42.64,2023-08-28,Deposit,
TXN_0000013254,ACC_00000630,-8.86,2023-06-25,Payment,Shell
TXN_0000013255,ACC_00000630,-56.19,2024-02-15,Payment,Home Depot
TXN_0000013256,ACC_00000630,51.88,2022-11-12,Deposit,
TXN_0000013257,ACC_00000630,-21.37,2024-06-04,Payment,Shell
TXN_0000013258,ACC_00000630,-32.48,2025-06-05,Payment,Walmart
TXN_0000013259,ACC_00000633,-39.93,2025-06-26,Payment,Shell
TXN_0000013260,ACC_00000633,9.86,2025-07-08,Deposit,
TXN_0000013261,ACC_00000633,-235.53,2025-03-23,Withdrawal,
TXN_0000013262,ACC_00000633,-52.81,2025-03-01,Payment,Starbucks
TXN_0000013263,ACC_00000633,-52.96,2025-05-30,Payment,Costco
TXN_0000013264,ACC_00000633,-66.36,2025-04-20,Withdrawal,
TXN_0000013265,ACC_00000633,-12.01,2025-04-03,Withdrawal,
TXN_0000013266,ACC_00000633,-22.06,2025-01-05,Payment,Shell
TXN_0000013267,ACC_00000633,-15.12,2025-08-07,Withdrawal,
TXN_0000013268,ACC_00000633,-112.92,2025-05-07,Withdrawal,
TXN_0000013269,ACC_00000633,-33.23,2025-04-09,Withdrawal,
TXN_0000013270,ACC_00000634,-111.36,2023-10-16,Payment,Target
TXN_0000013271,ACC_00000634,51.1,2025-03-02,Deposit,
TXN_0000013272,ACC_00000634,-21.32,2024-10-29,Payment,McDonalds
TXN_0000013273,ACC_00000634,-120.59,2025-04-23,Payment,Starbucks
TXN_0000013274,ACC_00000634,10.73,2023-03-16,Deposit,
TXN_0000013275,ACC_00000634,-87.1,2023-06-24,Payment,Starbucks
TXN_0000013276,ACC_00000634,-12.09,2024-08-11,Payment,McDonalds
TXN_0000013277,ACC_00000634,41.51,2025-04-11,Deposit,
TXN_0000013278,ACC_00000634,30.05,2025-03-09,Deposit,
TXN_0000013279,ACC_00000634,-60.44,2024-07-29,Payment,Starbucks
TXN_0000013280,ACC_00000634,-19.28,2022-09-21,Payment,Walmart
TXN_0000013281,ACC_00000634,12.53,2023-07-04,Deposit,
TXN_0000013282,ACC_00000634,-287.1,2025-02-20,Payment,Home Depot
TXN_0000013283,ACC_00000634,-86.63,2023-06-14,Payment,Starbucks
TXN_0000013284,ACC_00000634,12.52,2024-07-31,Deposit,
TXN_0000013285,ACC_00000634,-217.01,2023-01-03,Withdrawal,
TXN_0000013286,ACC_00000634,155.75,2023-05-26,Deposit,
TXN_0000013287,ACC_00000634,-28.44,2022-12-12,Payment,Starbucks
TXN_0000013288,ACC_00000634,18.65,2024-02-13,Deposit,
TXN_0000013289,ACC_00000634,-9.9,2023-10-04,Payment,Costco
TXN_0000013290,ACC_00000634,-52.93,2025-07-18,Payment,Walmart
TXN_0000013291,ACC_00000634,-167.63,2025-03-30,Payment,Amazon
TXN_0000013292,ACC_00000634,-152.98,2024-09-13,Payment,McDonalds
TXN_0000013293,ACC_00000634,-64.27,2024-12-13,Withdrawal,
TXN_0000013294,ACC_00000634,-102.09,2024-10-29,Payment,Target
TXN_0000013295,ACC_00000634,-367.52,2023-03-10,Payment,Home Depot
TXN_0000013296,ACC_00000634,14.75,2023-08-15,Deposit,
TXN_0000013297,ACC_00000634,-31.4,2024-10-17,Payment,Walmart
TXN_0000013298,ACC_00000634,-26.58,2024-02-06,Payment,Costco
TXN_0000013299,ACC_00000634,-39.09,2023-04-19,Withdrawal,
TXN_0000013300,ACC_00000634,-222.22,2025-03-05,Withdrawal,
TXN_0000013301,ACC_00000634,29.45,2025-01-31,Deposit,
TXN_0000013302,ACC_00000634,-78.39,2024-12-01,Payment,Starbucks
TXN_0000013303,ACC_00000634,-81.22,2023-09-29,Withdrawal,
TXN_0000013304,ACC_00000634,1.0,2023-04-07,Deposit,
TXN_0000013305,ACC_00000634,-57.99,2023-05-06,Payment,Amazon
TXN_0000013306,ACC_00000634,-43.29,2022-10-30,Payment,Amazon
TXN_0000013307,ACC_00000634,13.63,2025-07-31,Deposit,
TXN_0000013308,ACC_00000634,47.68,2023-02-17,Deposit,
TXN_0000013309,ACC_00000635,-14.39,2023-01-28,Payment,Home Depot
TXN_0000013310,ACC_00000635,1.2,2024-01-19,Deposit,
TXN_0000013311,ACC_00000635,-28.19,2024-03-10,Payment,Home Depot
TXN_0000013312,ACC_00000635,18.97,2025-08-08,Deposit,
TXN_0000013313,ACC_00000635,-8.47,2025-08-03,Payment,Shell
TXN_0000013314,ACC_00000635,-1.16,2022-09-25,Payment,Shell
TXN_0000013315,ACC_00000635,-25.21,2024-10-31,Withdrawal,
TXN_0000013316,ACC_00000635,-221.82,2023-04-21,Payment,Target
TXN_0000013317,ACC_00000635,-62.66,2023-03-29,Withdrawal,
TXN_0000013318,ACC_00000635,-127.58,2022-08-30,Payment,Target
TXN_0000013319,ACC_00000635,-190.47,2022-09-10,Payment,McDonalds
TXN_0000013320,ACC_00000635,-53.59,2023-08-19,Payment,Walmart
TXN_0000013321,ACC_00000635,-117.28,2024-11-09,Payment,McDonalds
TXN_0000013322,ACC_00000638,-15.06,2025-01-22,Payment,Starbucks
TXN_0000013323,ACC_00000638,-228.83,2025-07-24,Withdrawal,
TXN_0000013324,ACC_00000638,-3.51,2024-12-17,Payment,McDonalds
TXN_0000013325,ACC_00000638,0.77,2025-03-09,Deposit,
TXN_0000013326,ACC_00000638,-95.83,2025-02-14,Withdrawal,
TXN_0000013327,ACC_00000638,-171.88,2025-02-17,Payment,Shell
TXN_0000013328,ACC_00000638,-0.49,2025-05-26,Payment,Walmart
TXN_0000013329,ACC_00000638,-64.98,2024-11-04,Payment,Home Depot
TXN_0000013330,ACC_00000638,-176.64,2024-06-19,Payment,Shell
TXN_0000013331,ACC_00000638,-79.53,2023-11-17,Payment,Amazon
TXN_0000013332,ACC_00000638,35.14,2024-07-25,Deposit,
TXN_0000013333,ACC_00000638,-0.4,2025-03-02,Withdrawal,
TXN_0000013334,ACC_00000638,-69.98,2024-07-02,Payment,Costco
TXN_0000013335,ACC_00000638,-113.93,2023-10-07,Withdrawal,
TXN_0000013336,ACC_00000638,-5.53,2023-12-27,Payment,Target
TXN_0000013337,ACC_00000638,-206.68,2025-04-04,Withdrawal,
TXN_0000013338,ACC_00000638,-121.31,2024-08-28,Payment,Shell
TXN_0000013339,ACC_00000638,2.73,2023-03-29,Deposit,
TXN_0000013340,ACC_00000638,-86.78,2023-02-25,Payment,Amazon
TXN_0000013341,ACC_00000638,-38.39,2023-11-03,Withdrawal,
TXN_0000013342,ACC_00000638,-32.46,2023-01-20,Payment,Shell
TXN_0000013343,ACC_00000638,-141.63,2024-03-01,Payment,Amazon
TXN_0000013344,ACC_00000638,18.36,2024-04-07,Deposit,
TXN_0000013345,ACC_00000638,-58.15,2023-12-27,Payment,Costco
TXN_0000013346,ACC_00000638,-9.83,2024-08-18,Payment,Starbucks
TXN_0000013347,ACC_00000638,-71.55,2023-05-01,Payment,Amazon
TXN_0000013348,ACC_00000638,52.16,2025-06-01,Deposit,
TXN_0000013349,ACC_00000638,-64.35,2025-06-03,Payment,Starbucks
TXN_0000013350,ACC_00000638,-32.49,2024-05-06,Payment,Costco
TXN_0000013351,ACC_00000638,-29.13,2023-06-13,Payment,Walmart
TXN_0000013352,ACC_00000638,-47.48,2024-12-08,Payment,Starbucks
TXN_0000013353,ACC_00000638,-45.34,2023-04-07,Payment,Starbucks
TXN_0000013354,ACC_00000638,-124.92,2024-06-15,Payment,Shell
TXN_0000013355,ACC_00000639,22.4,2025-05-04,Deposit,
TXN_0000013356,ACC_00000639,-45.0,2025-05-13,Payment,Shell
TXN_0000013357,ACC_00000639,15.7,2025-07-22,Deposit,
TXN_0000013358,ACC_00000639,45.71,2025-04-21,Deposit,
TXN_0000013359,ACC_00000639,-36.14,2025-04-07,Withdrawal,
TXN_0000013360,ACC_00000639,-29.51,2025-05-01,Payment,Home Depot
TXN_0000013361,ACC_00000639,-148.54,2025-08-05,Payment,Starbucks
TXN_0000013362,ACC_00000639,2.86,2025-07-24,Deposit,
TXN_0000013363,ACC_00000639,-42.72,2025-05-05,Payment,Costco
TXN_0000013364,ACC_00000639,-92.0,2025-07-25,Payment,Costco
TXN_0000013365,ACC_00000639,-94.23,2025-06-09,Payment,Starbucks
TXN_0000013366,ACC_00000640,-9.27,2024-05-27,Payment,Starbucks
TXN_0000013367,ACC_00000640,-43.66,2024-07-19,Payment,Costco
TXN_0000013368,ACC_00000640,37.07,2024-12-30,Deposit,
TXN_0000013369,ACC_00000640,215.35,2024-10-10,Deposit,
TXN_0000013370,ACC_00000640,-2.28,2025-05-15,Payment,Starbucks
TXN_0000013371,ACC_00000640,-76.2,2024-12-10,Payment,Walmart
TXN_0000013372,ACC_00000640,-72.25,2025-06-10,Payment,Target
TXN_0000013373,ACC_00000640,-32.58,2024-10-05,Payment,Starbucks
TXN_0000013374,ACC_00000640,-92.62,2024-06-22,Payment,Amazon
TXN_0000013375,ACC_00000640,-19.69,2024-10-08,Withdrawal,
TXN_0000013376,ACC_00000640,142.83,2024-05-12,Deposit,
TXN_0000013377,ACC_00000640,-185.33,2025-07-30,Payment,Starbucks
TXN_0000013378,ACC_00000640,-8.14,2025-03-27,Withdrawal,
TXN_0000013379,ACC_00000640,12.76,2025-05-09,Deposit,
TXN_0000013380,ACC_00000640,65.81,2024-07-12,Deposit,
TXN_0000013381,ACC_00000640,-7.84,2024-10-19,Payment,Target
TXN_0000013382,ACC_00000640,-94.76,2025-08-12,Payment,Walmart
TXN_0000013383,ACC_00000640,66.61,2025-06-01,Deposit,
TXN_0000013384,ACC_00000640,-4.77,2024-07-20,Withdrawal,
TXN_0000013385,ACC_00000640,-32.74,2024-08-06,Withdrawal,
TXN_0000013386,ACC_00000640,-103.17,2024-08-29,Payment,Costco
TXN_0000013387,ACC_00000640,-254.73,2025-03-13,Payment,Walmart
TXN_0000013388,ACC_00000640,-52.16,2024-06-15,Payment,Walmart
TXN_0000013389,ACC_00000642,-198.33,2024-02-26,Payment,Home Depot
TXN_0000013390,ACC_00000642,-6.04,2022-02-07,Payment,Costco
TXN_0000013391,ACC_00000642,-44.89,2024-07-28,Withdrawal,
TXN_0000013392,ACC_00000642,164.64,2022-02-08,Deposit,
TXN_0000013393,ACC_00000642,-550.11,2021-12-14,Payment,Amazon
TXN_0000013394,ACC_00000642,-71.89,2022-05-05,Payment,Walmart
TXN_0000013395,ACC_00000642,-58.17,2022-02-17,Withdrawal,
TXN_0000013396,ACC_00000642,-109.5,2021-12-18,Payment,Costco
TXN_0000013397,ACC_00000642,87.19,2025-02-23,Deposit,
TXN_0000013398,ACC_00000642,-114.59,2024-05-19,Payment,Starbucks
TXN_0000013399,ACC_00000642,-184.05,2025-05-23,Withdrawal,
TXN_0000013400,ACC_00000642,-0.37,2024-06-10,Withdrawal,
TXN_0000013401,ACC_00000642,-19.37,2025-07-18,Payment,Shell
TXN_0000013402,ACC_00000642,40.32,2023-06-03,Deposit,
TXN_0000013403,ACC_00000642,6.74,2023-03-17,Deposit,
TXN_0000013404,ACC_00000642,82.65,2023-06-12,Deposit,
TXN_0000013405,ACC_00000642,-170.87,2024-08-30,Payment,Costco
TXN_0000013406,ACC_00000642,-0.31,2024-04-08,Payment,McDonalds
TXN_0000013407,ACC_00000642,13.32,2022-01-20,Deposit,
TXN_0000013408,ACC_00000642,-95.54,2021-09-09,Payment,Target
TXN_0000013409,ACC_00000642,-28.9,2021-12-13,Payment,Amazon
TXN_0000013410,ACC_00000643,27.74,2025-08-10,Deposit,
TXN_0000013411,ACC_00000643,144.44,2025-08-18,Deposit,
TXN_0000013412,ACC_00000643,-5.42,2025-08-17,Payment,Shell
TXN_0000013413,ACC_00000643,113.8,2025-08-13,Deposit,
TXN_0000013414,ACC_00000643,36.73,2025-07-16,Deposit,
TXN_0000013415,ACC_00000643,-3.07,2025-07-17,Payment,McDonalds
TXN_0000013416,ACC_00000643,38.84,2025-07-17,Deposit,
TXN_0000013417,ACC_00000643,-2.76,2025-07-30,Payment,McDonalds
TXN_0000013418,ACC_00000643,-163.13,2025-07-31,Payment,Home Depot
TXN_0000013419,ACC_00000643,-7.47,2025-07-17,Payment,McDonalds
TXN_0000013420,ACC_00000643,-33.44,2025-07-18,Withdrawal,
TXN_0000013421,ACC_00000643,44.12,2025-07-20,Deposit,
TXN_0000013422,ACC_00000643,-184.98,2025-07-14,Payment,Amazon
TXN_0000013423,ACC_00000643,-4.48,2025-07-17,Payment,Home Depot
TXN_0000013424,ACC_00000643,21.48,2025-08-10,Deposit,
TXN_0000013425,ACC_00000643,-0.8,2025-08-16,Payment,Shell
TXN_0000013426,ACC_00000643,-102.76,2025-07-13,Withdrawal,
TXN_0000013427,ACC_00000643,-50.18,2025-08-02,Payment,Target
TXN_0000013428,ACC_00000643,15.91,2025-07-18,Deposit,
TXN_0000013429,ACC_00000643,16.31,2025-08-16,Deposit,
TXN_0000013430,ACC_00000643,5.71,2025-07-28,Deposit,
TXN_0000013431,ACC_00000643,-196.74,2025-08-13,Payment,Costco
TXN_0000013432,ACC_00000644,48.15,2025-08-12,Deposit,
TXN_0000013433,ACC_00000644,2.28,2025-08-03,Deposit,
TXN_0000013434,ACC_00000644,-16.24,2025-07-16,Payment,Walmart
TXN_0000013435,ACC_00000644,-123.9,2025-07-11,Payment,Shell
TXN_0000013436,ACC_00000644,-124.83,2025-07-12,Payment,Starbucks
TXN_0000013437,ACC_00000644,-33.95,2025-06-25,Payment,Starbucks
TXN_0000013438,ACC_00000644,-59.6,2025-07-20,Payment,Amazon
TXN_0000013439,ACC_00000644,90.39,2025-08-16,Deposit,
TXN_0000013440,ACC_00000644,34.39,2025-07-10,Deposit,
TXN_0000013441,ACC_00000644,-100.48,2025-08-02,Payment,Costco
TXN_0000013442,ACC_00000645,-38.85,2025-07-21,Withdrawal,
TXN_0000013443,ACC_00000645,-1.36,2025-07-19,Payment,Costco
TXN_0000013444,ACC_00000645,6.69,2025-07-13,Deposit,
TXN_0000013445,ACC_00000645,7.93,2025-07-29,Deposit,
TXN_0000013446,ACC_00000645,-105.6,2025-07-03,Withdrawal,
TXN_0000013447,ACC_00000645,-225.08,2025-08-04,Withdrawal,
TXN_0000013448,ACC_00000645,-130.23,2025-07-11,Payment,Walmart
TXN_0000013449,ACC_00000645,35.85,2025-07-25,Deposit,
TXN_0000013450,ACC_00000645,31.2,2025-08-03,Deposit,
TXN_0000013451,ACC_00000645,-67.39,2025-08-14,Payment,Walmart
TXN_0000013452,ACC_00000645,-73.47,2025-08-04,Withdrawal,
TXN_0000013453,ACC_00000645,-199.55,2025-08-11,Payment,Amazon
TXN_0000013454,ACC_00000645,249.05,2025-07-17,Deposit,
TXN_0000013455,ACC_00000645,-39.56,2025-08-09,Payment,Costco
TXN_0000013456,ACC_00000645,-36.45,2025-07-28,Payment,Shell
TXN_0000013457,ACC_00000645,-1.13,2025-07-08,Payment,Target
TXN_0000013458,ACC_00000645,-12.56,2025-07-10,Payment,Starbucks
TXN_0000013459,ACC_00000645,-77.91,2025-08-09,Payment,Shell
TXN_0000013460,ACC_00000645,-52.24,2025-08-10,Payment,Target
TXN_0000013461,ACC_00000645,-5.26,2025-07-16,Payment,Amazon
TXN_0000013462,ACC_00000645,43.67,2025-07-11,Deposit,
TXN_0000013463,ACC_00000645,3.91,2025-07-07,Deposit,
TXN_0000013464,ACC_00000645,4.7,2025-07-07,Deposit,
TXN_0000013465,ACC_00000645,-146.09,2025-07-16,Payment,Target
TXN_0000013466,ACC_00000645,-144.73,2025-07-04,Payment,Amazon
TXN_0000013467,ACC_00000645,51.77,2025-08-10,Deposit,
TXN_0000013468,ACC_00000645,38.86,2025-07-30,Deposit,
TXN_0000013469,ACC_00000645,-112.19,2025-08-05,Withdrawal,
TXN_0000013470,ACC_00000645,-84.03,2025-07-22,Payment,Walmart
TXN_0000013471,ACC_00000645,-19.27,2025-08-02,Withdrawal,
TXN_0000013472,ACC_00000645,15.23,2025-07-28,Deposit,
TXN_0000013473,ACC_00000645,-20.66,2025-07-09,Payment,Target
TXN_0000013474,ACC_00000645,-212.56,2025-08-16,Payment,Shell
TXN_0000013475,ACC_00000645,-108.65,2025-07-19,Payment,Costco
TXN_0000013476,ACC_00000645,-16.08,2025-08-13,Withdrawal,
TXN_0000013477,ACC_00000645,-277.4,2025-07-03,Payment,Starbucks
TXN_0000013478,ACC_00000645,-102.79,2025-07-30,Payment,Starbucks
TXN_0000013479,ACC_00000645,-171.62,2025-08-04,Payment,McDonalds
TXN_0000013480,ACC_00000645,-113.19,2025-07-18,Payment,Shell
TXN_0000013481,ACC_00000645,-94.41,2025-07-09,Withdrawal,
TXN_0000013482,ACC_00000645,-64.5,2025-07-10,Payment,Starbucks
TXN_0000013483,ACC_00000645,-44.68,2025-07-31,Payment,Starbucks
TXN_0000013484,ACC_00000645,31.69,2025-07-16,Deposit,
TXN_0000013485,ACC_00000645,-26.98,2025-07-21,Payment,Shell
TXN_0000013486,ACC_00000645,-30.26,2025-07-09,Payment,Amazon
TXN_0000013487,ACC_00000645,-48.95,2025-07-03,Payment,McDonalds
TXN_0000013488,ACC_00000645,41.53,2025-08-12,Deposit,
TXN_0000013489,ACC_00000645,-121.49,2025-08-11,Withdrawal,
TXN_0000013490,ACC_00000645,-8.62,2025-07-31,Payment,Costco
TXN_0000013491,ACC_00000646,17.6,2023-07-20,Deposit,
TXN_0000013492,ACC_00000646,-7.24,2024-04-14,Withdrawal,
TXN_0000013493,ACC_00000646,-172.9,2024-03-19,Withdrawal,
TXN_0000013494,ACC_00000646,-233.65,2024-05-06,Payment,Home Depot
TXN_0000013495,ACC_00000646,159.33,2023-01-03,Deposit,
TXN_0000013496,ACC_00000646,-92.25,2025-07-06,Payment,Home Depot
TXN_0000013497,ACC_00000646,-36.6,2022-09-24,Payment,Starbucks
TXN_0000013498,ACC_00000646,56.38,2023-08-22,Deposit,
TXN_0000013499,ACC_00000646,-31.97,2025-07-25,Payment,Target
TXN_0000013500,ACC_00000646,-43.07,2025-02-22,Withdrawal,
TXN_0000013501,ACC_00000646,-17.39,2025-04-06,Payment,McDonalds
TXN_0000013502,ACC_00000646,-24.88,2024-03-12,Payment,Costco
TXN_0000013503,ACC_00000646,7.43,2023-04-10,Deposit,
TXN_0000013504,ACC_00000646,21.23,2025-03-17,Deposit,
TXN_0000013505,ACC_00000646,-29.71,2024-11-02,Withdrawal,
TXN_0000013506,ACC_00000646,-123.32,2022-10-19,Payment,Shell
TXN_0000013507,ACC_00000647,79.65,2024-04-24,Deposit,
TXN_0000013508,ACC_00000647,-196.6,2024-08-04,Payment,Walmart
TXN_0000013509,ACC_00000647,184.01,2025-01-26,Deposit,
TXN_0000013510,ACC_00000647,4.08,2024-05-11,Deposit,
TXN_0000013511,ACC_00000647,-130.96,2024-05-29,Payment,Costco
TXN_0000013512,ACC_00000647,10.51,2024-09-09,Deposit,
TXN_0000013513,ACC_00000647,6.49,2024-07-06,Deposit,
TXN_0000013514,ACC_00000647,-4.2,2025-01-03,Withdrawal,
TXN_0000013515,ACC_00000647,-57.44,2024-11-13,Withdrawal,
TXN_0000013516,ACC_00000647,-113.52,2025-04-10,Payment,McDonalds
TXN_0000013517,ACC_00000647,142.05,2024-10-19,Deposit,
TXN_0000013518,ACC_00000647,-105.04,2025-04-03,Payment,Walmart
TXN_0000013519,ACC_00000647,-48.47,2024-11-19,Payment,Costco
TXN_0000013520,ACC_00000647,-1.31,2024-12-05,Withdrawal,
TXN_0000013521,ACC_00000647,-53.65,2024-10-04,Payment,Amazon
TXN_0000013522,ACC_00000647,-34.17,2024-05-20,Payment,Costco
TXN_0000013523,ACC_00000647,-78.37,2024-07-22,Payment,McDonalds
TXN_0000013524,ACC_00000647,17.34,2024-03-01,Deposit,
TXN_0000013525,ACC_00000647,-17.23,2024-08-28,Payment,Home Depot
TXN_0000013526,ACC_00000647,23.56,2024-04-07,Deposit,
TXN_0000013527,ACC_00000648,88.28,2025-06-29,Deposit,
TXN_0000013528,ACC_00000648,20.14,2025-07-13,Deposit,
TXN_0000013529,ACC_00000648,76.8,2024-11-13,Deposit,
TXN_0000013530,ACC_00000648,-16.62,2024-09-23,Payment,Shell
TXN_0000013531,ACC_00000648,87.84,2024-11-07,Deposit,
TXN_0000013532,ACC_00000648,-38.02,2025-03-20,Payment,Costco
TXN_0000013533,ACC_00000648,-9.26,2024-10-04,Payment,Shell
TXN_0000013534,ACC_00000648,-41.45,2025-02-25,Payment,McDonalds
TXN_0000013535,ACC_00000648,-18.36,2024-10-31,Payment,McDonalds
TXN_0000013536,ACC_00000648,26.88,2025-02-01,Deposit,
TXN_0000013537,ACC_00000648,4.97,2025-05-10,Deposit,
TXN_0000013538,ACC_00000648,2.37,2024-11-15,Deposit,
TXN_0000013539,ACC_00000648,-59.81,2025-03-19,Payment,Amazon
TXN_0000013540,ACC_00000648,-1.02,2024-12-12,Payment,Walmart
TXN_0000013541,ACC_00000648,-80.91,2025-04-18,Payment,Shell
TXN_0000013542,ACC_00000648,32.62,2025-03-25,Deposit,
TXN_0000013543,ACC_00000648,-15.34,2024-12-30,Payment,Walmart
TXN_0000013544,ACC_00000648,-133.45,2024-10-07,Withdrawal,
TXN_0000013545,ACC_00000648,28.74,2024-11-17,Deposit,
TXN_0000013546,ACC_00000648,-87.7,2025-05-04,Payment,Target
TXN_0000013547,ACC_00000648,28.27,2025-05-12,Deposit,
TXN_0000013548,ACC_00000648,-12.91,2024-10-07,Payment,Home Depot
TXN_0000013549,ACC_00000648,-13.18,2025-03-05,Payment,Shell
TXN_0000013550,ACC_00000648,-447.26,2025-06-20,Payment,Shell
TXN_0000013551,ACC_00000648,-71.57,2025-06-21,Payment,McDonalds
TXN_0000013552,ACC_00000648,-3.23,2024-10-17,Payment,Target
TXN_0000013553,ACC_00000648,-121.81,2025-02-28,Withdrawal,
TXN_0000013554,ACC_00000648,-124.04,2025-02-26,Payment,Starbucks
TXN_0000013555,ACC_00000648,-151.68,2025-08-14,Payment,McDonalds
TXN_0000013556,ACC_00000648,-74.16,2025-05-01,Payment,Amazon
TXN_0000013557,ACC_00000648,54.35,2024-09-22,Deposit,
TXN_0000013558,ACC_00000648,19.79,2025-02-21,Deposit,
TXN_0000013559,ACC_00000648,2.56,2024-12-11,Deposit,
TXN_0000013560,ACC_00000648,-15.27,2024-11-03,Withdrawal,
TXN_0000013561,ACC_00000648,-9.86,2024-11-02,Payment,Starbucks
TXN_0000013562,ACC_00000648,-71.07,2025-08-13,Payment,Starbucks
TXN_0000013563,ACC_00000648,-13.02,2025-01-01,Withdrawal,
TXN_0000013564,ACC_00000648,180.33,2025-04-08,Deposit,
TXN_0000013565,ACC_00000648,32.39,2025-05-24,Deposit,
TXN_0000013566,ACC_00000648,-14.64,2024-10-25,Payment,Costco
